MusteriKodu;MusteriBolge1;MusteriBolge2;MusteriBolge3;MusteriBolge4;SatisKanali;lisansNo;SatisHacmi;DiageoSatisHacmi;RutAdi;RutgrupKod;SatisTemsilcisi;StTakipKod;SatisSefi;SonGuncellenmeZamani;DDegeri;RDegeri;HDegeri;BiletEtkinlik;OrtalamaHarcamaTutari;KuverSayisi;IsbirligiDuzeyi;HerseyDahil;KisMevsimi;OtelTipi;YatakSayisi;YillikMisafir;MusteriUnvan;MusteriTabelaAdi;MusteriCesidi;Adres;lat;lng;MusteriProfili;MapProfileScore;MapPopulationScore;Mapin Segment;not;username;Url detay; url
715570;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ÜSKÜDAR;TRADITIONAL;34342650Aİ;S2;D5;Presell On İst.Tra Boğaz-Şile Bölge;2821;Bahadır Kaya;8233;Erkan Çoban;;D0;R4;H0;Etkinlik Yok;1.000 -1.999 TL;0-99;Orta;;;;;;SUNANIN YERİ İRFAN KOÇ;SUNANIN YERİ;Balık;Kandilli mah. İskele Caddesi no:2/A;41,07411511;29,05839834;C;76,391;56,7124;R4-B;;;var;https://maps.app.goo.gl/Fcms2rE9fvCehCcW7
879108;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34287709Aİ;S5;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R2;;Etkinlik Yok;500-999 TL;0-99;Düşük;;;;;;KOLOMBO KEBAP- MEHMET CAHİT BÜYÜKSARIYILDIZ;KOLOMBO KEBAP;Kebap;;40,9820398;29,0229852;AB;76,3094;75,8307;R2-B;;;var;https://maps.google.com/?cid=4537828093077855536
432462;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ÜSKÜDAR;TRADITIONAL;34341693Aİ;S3;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R2;;Etkinlik Yok;500-999 TL;100-199;Orta;;;;;;İŞ BANKASI DERNEĞİ ÇAMLICA LOKALİ;İŞ BANKASI DERNEĞİ LOKALİ;Askeri Birlik-Sosyal Tesis;F. Kerim Gökay Cad. No.51-53 K. Çamlıca/Üsküdar ;41,019395;29,053726;AB;76,3041;79,9983;R2-B;;;var;https://maps.google.com/?cid=3710357362637251800
1000026166;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ATAŞEHİR;MODERN;3439003064Aİ;S5;D5;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;500-999 TL;100-199;Düşük;;;;;;PAN ASİAN GIDA CATERİNG HİZ A.Ş. ;MANGA SUSHI;Uzak Doğu Mutfağı;BARBAROS MAH GELİN SK NO:2/1B05 BULVAR 216;40,9941478;29,1102;AB;76,2469;64,4097;D3-B;;sushi.manga;var;https://maps.google.com/?cid=17725734309981963064
711409;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010511Aİ;S3;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;R0;H0;Etkinlik Var;500-999 TL;200-399;Orta;;;;;;SİMYACI TURİZM RESTORAN VE BAR İŞLETMECİLİĞİ TİC. LTD. ŞTİ;SİMYACI;Modern Pub & Bistro;CAFERAĞA MAH. MİRALAY NAZIM SOK. NO:20 KADIKÖY İSANBUL ;40,987835;29,0278014;AB;76,1494;64,4761;D3-B;;simyacisarlo;var;https://www.google.com/maps/place/Simyacı+Şarlo/@40.9877851,29.0275577,20.17z/data=!4m12!1m5!3m4!2zNDDCsDU5JzE2LjMiTiAyOcKwMDEnNDAuNSJF!8m2!3d40.9878529!4d29.0279019!3m5!1s0x14cab9974ae0f717:0xec9f4da5464c3765!8m2!3d40.987835!4d29.0278014!16s%2Fg%2F11stth6b37?entry=ttu
961130;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34289283Aİ;S5;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;500-999 TL;0-99;Düşük;;;;;;OLİO CAFE;OLİO CAFE;Modern Pub & Bistro;ERENKÖY MAH ŞEMSETTİN GÜNALTAY CAD NO 167/A 1  KADIKOY ISTANBUL;40,9739846;29,0814663;C;76,1474;66,1549;D3-B;;oliobrasserie;var;https://maps.google.com/?cid=1991800464516565839
714991;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010644Aİ;S1;D4;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;D0;R2;H0;Etkinlik Var;1.000 -1.999 TL;200-399;Orta;;;;;;MKN RESTORAN HİZMETLERİ LTD.ŞTİ.;BİTTABİ;Yeni Nesil Meyhane;CADDEBOSTAN MAH. CADDEBOSTAN İSKELE SOK. NO:9/1;40,96574170;29,06714771;C;76,0726;80,279;R2-B;;bittabideyiz;var;https://maps.app.goo.gl/kKAqokrRzfaQG9aE9
715154;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ÜMRANİYE;MODERN;3433007285Aİ;S4;D4;Presell On Hospitality Avrupa1 Kayıkçı Bölgesi;2535;Hospitality Yedek;8013;Mehmet Emir Kalkır;;D4;R0;H0;Etkinlik Yok;500-999 TL;0-99;Yüksek;;;;;;Ayan Restoran Kafeterya Turizm Gıda Limited Şirketi;Happy Moons Buyaka;Modern Pub & Bistro;Fatih sultan mehmet mh balkan cd no:56D/82;41,02641730;29,12813150;C;76,0486;53,7665;D4-B;;happymoonscafe;var;https://maps.app.goo.gl/AknerVkRHvZju8H1A
432468;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ÜSKÜDAR;TRADITIONAL;34287781Pİ;S3;D4;Presell On İst.Tra Boğaz-Şile Bölge;2821;Bahadır Kaya;8233;Erkan Çoban;;;R3;;Etkinlik Yok;0-499 TL;0-99;Orta;;;;;;SELİMİYE ORDU EVİ/ÜSKÜDAR;SELİMİYE ORDU EVİ;Askeri Birlik-Sosyal Tesis;Selimiye Kadıköy/İstanbul ;41,00865610;29,02031440;AB;76,0127;67,0132;R3-B;;;var;https://maps.app.goo.gl/nr1tTzXN49uBuAmo7
944478;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288857Aİ;S5;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;0-499 TL;0-99;Düşük;;;;;;AKBA CAFE REST İŞLETMECİLİĞİ VE TURZM TİÇ LTD ŞTİ;AKSİ ACIBADEM;Modern Pub & Bistro;ACIBADEM MAH ACIBADEM CAD NO 110/A-11 KADIKOY IST ANBUL;41,0007302;29,0400954;AB;75,9721;65,1293;D3-B;;aksipub;var;https://maps.google.com/?cid=14932835634486598639
711400;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010142Aİ;S5;D5;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;D0;R3;H0;Etkinlik Var;1.000 -1.999 TL;0-99;Düşük;;;;;;TAKİ POLAT;Pello Ocakbaşı;Kebap;SUADİYE MAH. KAZIM ÖZALP SOK. NO:60/2/4 KADIKÖY /İSTANBUL;40,9593895;29,072899;AB;75,8136;64,4071;R3-B;;sahibininsesisaskinbakkal;var;https://maps.google.com/?cid=7908756245577797042
1000011580;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34289197Aİ;S2;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;Etkinlik Yok;0-499 TL;400+;Yüksek;;;;;;FENERBAHÇE D/G MESAHA İSTSYON KOMUTANLIĞI;FENERBAHÇE DENİZCİLER GAZİNOSU;Askeri Birlik-Sosyal Tesis;FENERYOLU MH TURYOLU SK NO 1 KALAMIŞ;40,9677181;29,0320309;AB;75,6587;94,2054;R1-B;;;var;https://www.google.com/maps/place/Fenerbah%C3%A7e+D%2FG+%C4%B0stasyon+Komutanl%C4%B1%C4%9F%C4%B1/@40.9677181,29.029456,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab890fa3a2349:0x73700ac7588af01d!8m2!3d40.9677181!4d29.0320309!16s%2Fg%2F11g9m0gpqx?entry=ttu
671385;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34285789Aİ;S5;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;;;Etkinlik Yok;0-499 TL;100-199;Orta;;;;;;ZÜRİCH CAFE BAR;ZÜRİCH CAFE BAR;Modern Pub & Bistro;CAFERAĞA MAH. SAKIZGÜLÜ SOK. NO.9/A KADIKÖY ;40,9877314;29,0258039;C;75,5949;64,9004;D3-B;;zurich.pub;var;https://maps.google.com/?cid=8221801320905172583
1000025348;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010056Aİ;S4;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R4;H0;Etkinlik Yok;500-999 TL;0-99;Orta;;;;;;LUNA İSTANBUL KAFE VE RESTORANT İŞL.GIDA TUR.TİC.LTD.ŞTİ.;LUNA LOUNGE;Yeni Nesil Meyhane;FENERYOLU MH BAĞDAT CD NO 97/E ;40,9796676;29,0445773;AB;75,5832;53,7906;R4-B;;lunasahne;var;https://maps.google.com/?cid=14361790998638043913
669256;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ATAŞEHİR;MODERN;34391866Aİ;S3;D3;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D2;;;Etkinlik Var;0-499 TL;100-199;Yüksek;;;;;;CY RESTORAN VE BAR İŞLETMECİLİĞİ SAN.TİC.LTD.ŞTİ.;VICTOR COFFEE & PUB;Modern Pub & Bistro;KAYIŞDAĞI MAH. KAYIŞDAĞI CAD. BARBAROS SOK. NO.6  TAŞEHİR;40,976193;29,152312;C;75,4632;80,154;D2-B;;;var;https://maps.google.com/?cid=8905432808999835515
718339;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010735Aİ;S3;D3;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;2.000+ TL;100-199;Yüksek;;;;;;AYOZYA İNŞAAT OTOMOTİV GIDA TİC.LTD.ŞTİ.;REBORN COCKTAİL KİTCHEN;Kokteyl Bar;SUADİYE MAHALLESİ AYŞEÇAVUŞ CADDESİ NO 12 E KADIK Y / İSTANBUL;40,96143750;29,08425730;A+;75,4488;64,5238;D3-B;;reborn.suadiye;var;https://maps.app.goo.gl/WHYrWLPvf8WpuWTJ9
701033;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ÜSKÜDAR;MODERN;3434004804Aİ;S5;D5;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D4;;;Etkinlik Yok;0-499 TL;100-199;Düşük;;;;;;Wondercats gıda ve org aş Üsküdar emaar subesi;Markus;Modern Pub & Bistro;Ünalan nah libadiye caddesi emaar square sitesi am blok no 82/1 avm iç kapı no1 dükkan no Üsküdar istanbul;41,00247925;29,07082938;AB;75,386;50,7233;D4-B;;markus_emaar;var;https://maps.app.goo.gl/dTzcVNdH3aZgAdkx8
1000021147;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ATAŞEHİR;MODERN;3439002965Aİ;S3;D3;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D4;;;Etkinlik Yok;0-499 TL;0-99;Orta;;;;;;ROYAL DAVET ETKİNLİK GAYRİMENKÜL DANIŞMANLIK TİC A.Ş.;BURGER PUB;Tekne-Event Hall-Catering;ATATÜRK MAH. ATAŞEHİR BULV. NO:10/A/3 ;40,9926314;29,1220825;AB;75,3683;52,2673;D4-B;;burgerpubatasehir;var;https://maps.google.com/?cid=8268615421352558442
717743;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010519Aİ;S2;D4;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;D0;R3;H0;Etkinlik Yok;2.000+ TL;100-199;Yüksek;;;;;;ASBAR GIDA TURİZM TİC.VE LTD ŞTİ;UZUNMASA;Geleneksel Meyhane;CADDEBOSTAN MAH. YENER SOK. DENİZ APT. NO:5/A  KAIKÖY / İSTANBUL;40,96411550;29,07085830;AB;75,279;64,6601;R3-B;;;var;https://maps.app.goo.gl/Jrv2qW4ybR2mUcGfA
944314;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;34392216Aİ;S3;D4;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R3;;Etkinlik Yok;500-999 TL;0-99;Düşük;;;;;;MÜDAVİM GIDA VE TURİZM SAN.TİC.LTD.ŞTİ;MÜDAVİM OCAKBAŞI;Kebap;ATATÜRK MH.ATAŞEHİR BULVARI NO:10/53 ATA3 ATASEHIR ISTANBUL;40,992591;29,1208583;AB;74,9186;64,5656;R3-B;;mudavimatasehir;var;https://maps.google.com/?cid=2128018065540348912
951292;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ATAŞEHİR;MODERN;34392203Aİ;S3;D4;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D3;;;Etkinlik Var;0-499 TL;100-199;Orta;;;;;;ENDO KOLLEKTIF SIRKETI-HÜRSAT ERBILGIN VE ORTAGI HARLEY DAVIDSON ISTANBUL ATASEH - FAT BOY BAR&GRILL;FAT BOY BAR GRILL;Gece Kulübü;BARBAROS MH.KIZILBEGONYA SK.ZİYLAN WATER GARDEN SİT.B AP.NO:10/1/66 ATASEHIR ISTANBUL;40,9980422;29,0984391;AB;74,8532;65,2994;D3-B;;fatboyistanbul;var;https://maps.google.com/?cid=16177184138907395345
718353;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34302072Aİ;S1;D1;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D2;R0;H0;Etkinlik Var;1.000 -1.999 TL;200-399;Orta;;;;;;YENİ PELİT GIDA TURZ.İNS.VE TEMZ.HIZM.TİC.LTD.ŞTİ.;SHOT SPORT  ;Modern Pub & Bistro;ALTINTEPE MAH.ESKİ BAĞDAT CAD. KASAPLAR ÇARŞISI N :2/A MALTEPE / İSTANBUL;40,95293710;29,09591610;A+;74,8263;76,9381;D2-B;;blackjackbostanci;var;https://maps.app.goo.gl/RdTseXKhbeiiZTY87
839426;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;34390378Aİ;S3;D2;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R3;;Etkinlik Var;500-999 TL;100-199;Orta;;;;;;MEDA KAFE BAR TURIZM TICARET LIMITED SIRKETI;LUİZ;Yeni Nesil Meyhane;AĞAOĞLU MY WORLD ANDROMEDA ALIŞVERİŞ VE YAŞAM MRK BARBAROS MH. TAŞLIK SK. ATASEHIR ISTANBUL;40,9912565;29,1054932;AB;74,6792;66,635;R3-B;;;var;https://maps.google.com/?cid=5876114566884829288
1000028755;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010226Aİ;S5;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D4;;;Etkinlik Yok;0-499 TL;0-99;Düşük;;;;;;SELEN ARSLAN - KOZZBEER;KOZZBEER;Modern Pub & Bistro;19 MAYIS MH SARI KANARYA SK NO 25-A ;40,9759908;29,0963006;AB;74,6612;52,7281;D4-B;;kozzbeer;var;https://maps.google.com/?cid=14786234566501455883
717919;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010726Aİ;S3;D5;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;D0;R3;H0;Etkinlik Yok;1.000 -1.999 TL;100-199;Düşük;;;;;;YILMAZ TANIŞMAN REST. İŞL.GIDA SAN. VE TİC. LTL. ŞTİ.;BALIKÇI YILMAZ;Geleneksel Meyhane;SAHRAYI CEDİT MAH. ŞEMSETTİN GÜNALTAY CADDESİ NO26/A KADIKÖY / İSTANBUL;40,97810340;29,07842250;AB;74,6565;64,4998;R3-B;;balikciyilmazsahrayicedid;var;https://maps.app.goo.gl/ZmSjoXwkAiwQw6vU6
718286;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ATAŞEHİR;MODERN;3439003384Aİ;S3;D3;Presell On Hospitality Avrupa2 Kayıkçı Bölgesi;2536;Hospitalty Yedek 1;8072;ST Yöneticisi 7 ;;D2;R0;H0;Etkinlik Yok;1.000 -1.999 TL;100-199;Yüksek;;;;;;DOADA TURİZM ANONİM ŞİRKETİ - DELLA FAME;DELLA FAME;Fine Dining (D.Mutf-Şar.Evi);Atatürk mah. Ataşehir Bulvarı no:1/8/1 Ataşehir İtanbul;40,99397420;29,12808090;AB;74,6565;76,5184;D2-B;;dellafametr;var;https://maps.app.goo.gl/EcJB68Q2t9A4YKiW8
718885;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010749Aİ;S2;D3;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;D0;R3;H0;Etkinlik Yok;1.000 -1.999 TL;100-199;Yüksek;;;;;;YILDIZLAR RESTAURANT TURİZM SAN VE TİC LTD ŞTİ;HEMDEM OCAKBAŞI;Kebap;KOZYATAĞI MAH.ŞEHİT İLKNUR KELEŞ SOK. NO:10/A-B KDIKÖY / İSTANBUL;40,96917350;29,10086720;AB;74,6565;64,6601;R3-B;;hemdem.ocakbasi;var;https://maps.app.goo.gl/XNx3jy8uREaT7mBp8
943759;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288851Aİ;S5;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D4;;;Etkinlik Yok;0-499 TL;0-99;Düşük;;;;;;RUSTİK REST TURİZM OTELCİLİK İTH.VE İHR SAN.TİC.LTD.ŞTİ;RUSTİK CAFE BAR;Modern Pub & Bistro;OSMANAĞA MAH KARADUT SOK NO23 /A 2 KADIKOY ISTANBUL;40,990218;29,030819;C;74,5886;53,6469;D4-B;;rustik.rus.restorani;var;https://maps.google.com/?cid=3035722317335407070
433421;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34287690Aİ;S1;D3;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;Etkinlik Yok;0-499 TL;400+;Yüksek;;;;;;F.B. ORDUEVİ;F.B. ORDUEVİ;Askeri Birlik-Sosyal Tesis;DR.FARUK AYANOĞLU CAD.IGRIP ÇIKMAZI NO: KADIKOY ISTANBUL;40,9714768;29,04441;AB;74,4906;92,4733;R1-B;;;var;https://maps.google.com/?cid=17023019902091319839
964721;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34392585Aİ;S2;D1;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D2;;;Etkinlik Var;500-999 TL;200-399;Düşük;;;;;;ZOROĞLU RESTORAN KAFE BAR SAN.VE TİC.LTD.ŞTİ;CAPRİS CLUB;Gece Kulübü;BARBAROS MH.MOR LEYLAK SK.NO:2H/5 AĞAOĞLU ANDROMEDA ATASEHIR ISTANBUL;40,9915052;29,1054394;AB;74,4528;74,9598;D2-B;;caprisclub.ist;var;https://maps.google.com/?cid=18122754626099693567
1000027412;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;3439003081Aİ;S3;D3;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R3;;Etkinlik Yok;500-999 TL;200-399;Orta;;;;;;GRAND SERANDER TUR.GIDA İNŞ. OTO. TİC LMT ŞİR.;FUGA ATAŞEHİR;Yeni Nesil Meyhane;ATATÜRK MAH. ERTUĞRUL GAZI SOKAĞI NO:2Z/2B037 ;40,9943212;29,1227428;AB;74,3396;65,677;R3-B;;;var;https://maps.google.com/?cid=6399104832318095098
717259;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010549Aİ;S5;D5;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D4;R0;H0;Etkinlik Yok;500-999 TL;0-99;Orta;;;;;;Brekkıe Croıssant Cookıe Gıda A.Ş.;Brekkıe Croıssant;Modern Pub & Bistro;Osmanağa mah. Yoğurtçu parkı cad. M N park no:24/ ;40,98622003;29,03313495;C;74,102;52,4275;D4-B;;brekkiemoda;var;https://maps.app.goo.gl/2bGHajwJhgPu7e5N8
718695;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ATAŞEHİR;MODERN;3439002927Aİ;S2;D1;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D2;R0;H0;Etkinlik Yok;500-999 TL;0-99;Düşük;;;;;;FERİDE TURİZM GIDA İNŞAAT TİCARET LİMİTED ŞİRKETİ;X BOX;Gece Kulübü;KÜÇÜKBAKKALKÖY MAH VEDAT GÜNYOL CADDESİ NO 34/A;40,98518286;29,10790052;C;74,102;76,4027;D2-B;;feridemeyhanesi;var;https://maps.app.goo.gl/GX5C64ymxjS9bQK4A
717564;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ATAŞEHİR;MODERN;3439003376Aİ;S3;D2;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;0-499 TL;0-99;Düşük;;;;;;AKDAN TURİZM VE YATIRIM LİMİTED ŞİRKETİ;SNOP BURGER&PUB;Modern Pub & Bistro;BARBAROS MAH GELİN SOKAK NO 2/5 BULVAR 216 AVM ;40,99378974;29,11082882;C;73,853;64,5399;D3-B;;snobstreetfood;var;https://maps.app.goo.gl/RaWKG4egPxBm21Ch9
700567;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ATAŞEHİR;MODERN;3439003167Aİ;S4;D4;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D2;;;Etkinlik Var;0-499 TL;400+;Düşük;;;;;;Milyon yapım organizasyon ticaret limited sirketi;MİLYON PERFORMANCE HALL;Gece Kulübü;Barbaros mah mor zambak sokağı no 1/9 bulvar216 bblok;40,9939723;29,1107022;AB;73,7378;74,7497;D2-B;;milyonperformancehallistanbul;var;https://maps.google.com/?cid=3238965501734740019
1000029621;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ATAŞEHİR;MODERN;3439003126Aİ;S4;D4;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D3;;;Etkinlik Yok;0-499 TL;200-399;Orta;;;;;;İDEAL İNKİTCHEN TURİZM A.Ş ;CAJUN WATERGARDEN  ;Modern Pub & Bistro;BARBAROS MAH AHLAT SOK NO2A/12 WATERGARDAN A BLOK ;40,9979398;29,0997487;AB;73,6315;63,8618;D3-B;;;var;https://maps.google.com/?cid=8677228419436037041
1000022882;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ÜSKÜDAR;MODERN;34344233Aİ;S4;D3;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D4;;;Etkinlik Yok;0-499 TL;100-199;Düşük;;;;;;O2 YİYECEK İÇECEK HİZ. TUR. A.Ş. EMAAR ;TİCKER DAZE ;Modern Pub & Bistro;ÜNALAN MAH. LİBADİYE CAD. NO:82/1-594;41,003936;29,0716763;AB;73,5345;52,1873;D4-B;;;var;https://maps.google.com/?cid=1022396262282461230
700321;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ÜMRANİYE;TRADITIONAL;3433006952Aİ;S3;D4;Presell On İst.Tra Boğaz-Şile Bölge;2821;Bahadır Kaya;8233;Erkan Çoban;;;R2;;Etkinlik Yok;500-999 TL;0-99;Yüksek;;;;;;Nassan turizm gıda san ve tic as;ALA RESTAURANT;Kebap;Tatlısı mahallesi elalmış  cad. No: 39A/A ;41,0052358;29,1323303;AB;73,2636;74,8256;R2-B;;alayeninesilocakbasi;var;https://maps.google.com/?cid=14504491569070736696
967277;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34289255Aİ;S4;D3;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;;;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;BİRSAL GIDA SAN VE TİC LTD.ŞTİ.;THE GRAY FOX;Modern Pub & Bistro;SUADİYE MH BAĞDAT CD NO 428/1A/13 KADIKOY ISTANBUL;40,95928168;29,08224081;AB;72,9751;64,9216;D3-B;;;var;https://maps.app.goo.gl/s66LuxyFfq4uwp537
714351;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34286078Aİ;S1;D1;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D1;R0;H0;Etkinlik Var;2.000+ TL;400+;Yüksek;;;;;;BOSTANCI YUNUS RESTAURANT TURİZM VE TİC. LTD. ŞTİ.;SHOT BAR;Modern Pub & Bistro;BOSTANCI MAH. YAZMACI TAHİR SOK. NO:56 KADIKÖY / STANBUL;40,95267360;29,09485480;A+;71,62;93,3531;D1-B;;beersbostanci;var;https://maps.app.goo.gl/2Na7Yr5v21gGeSnP7
